timestamps,TP9,AF7,AF8,TP10,Right AUX
1530597920.381,-15.137,7.324,57.129,27.344,-619.629
1530597920.385,102.051,67.871,-59.082,145.996,-45.898
1530597920.389,45.410,41.016,-11.230,91.797,722.656
1530597920.393,-74.707,-14.648,125.000,-26.855,316.406
1530597920.396,-45.898,-4.395,109.375,-0.977,-293.945
1530597920.400,83.984,41.504,-41.504,130.859,552.246
1530597920.404,79.102,41.016,-44.434,121.094,-936.523
1530597920.408,-50.293,-5.371,88.867,-13.672,420.898
1530597920.412,-79.102,-14.160,116.699,-40.527,-347.656
1530597920.416,56.152,44.434,-17.090,99.121,-111.328
1530597920.420,108.398,66.895,-71.777,144.043,298.340
1530597920.424,-10.254,12.207,41.016,15.137,7.324
1530597920.428,-76.660,-16.602,128.418,-44.434,-177.246
1530597920.432,23.926,29.297,28.320,62.500,-128.906
1530597920.436,103.027,60.547,-70.312,129.883,244.141
1530597920.439,17.578,18.555,14.160,43.457,12.695
1530597920.443,-90.820,-20.508,142.578,-49.805,-334.961
1530597920.447,-25.879,14.160,75.195,28.320,464.355
1530597920.451,94.238,62.012,-70.801,137.695,978.027
1530597920.455,48.828,38.574,-28.809,75.195,222.168
1530597920.459,-74.707,-9.277,112.793,-45.410,-453.125
1530597920.463,-48.828,-0.977,104.980,-11.230,6.348
1530597920.467,80.566,54.199,-38.574,124.023,486.328
1530597920.471,83.984,59.082,-45.410,112.793,-96.680
1530597920.475,-42.969,-4.395,84.473,-17.090,-381.348
1530597920.478,-75.195,-22.461,126.465,-33.203,308.105
1530597920.482,54.199,48.828,2.930,93.262,378.418
1530597920.486,105.469,65.918,-61.523,126.465,-83.008
1530597920.490,-1.465,10.254,41.504,21.973,-43.945
1530597920.494,-77.637,-12.695,138.672,-37.598,574.219
1530597920.498,22.461,26.367,46.387,62.988,708.008
1530597920.502,121.094,59.082,-65.430,138.672,353.516
1530597920.506,33.203,28.809,7.812,55.664,453.613
1530597920.510,-84.961,-20.020,128.418,-41.992,854.492
1530597920.514,-23.438,1.465,73.730,11.230,114.746
1530597920.518,105.469,56.641,-58.105,124.023,-187.500
1530597920.521,71.777,37.598,-24.414,94.238,182.617
1530597920.525,-60.547,-16.602,116.699,-23.926,52.246
1530597920.529,-52.734,-7.812,125.000,-14.160,-193.359
1530597920.533,84.961,46.875,-40.527,115.723,-145.020
1530597920.537,100.098,52.734,-71.289,118.652,-72.266
1530597920.541,-35.645,8.301,67.383,-0.488,528.809
1530597920.545,-84.473,-2.441,111.328,-42.969,482.422
1530597920.549,37.598,34.668,-16.602,67.383,-219.727
1530597920.553,97.656,59.570,-83.984,131.836,180.664
1530597920.557,-5.371,20.020,13.184,35.645,852.539
1530597920.560,-94.727,-27.832,99.121,-66.406,97.168
1530597920.564,-2.930,13.184,21.484,29.297,125.488
1530597920.568,110.352,70.801,-96.680,144.043,729.980
1530597920.572,40.039,40.527,-46.387,62.988,205.078
1530597920.576,-86.426,-15.625,78.125,-65.918,-432.129
1530597920.580,-41.504,6.348,35.645,-7.812,-218.750
1530597920.584,95.703,66.406,-111.328,130.859,540.039
1530597920.588,75.684,49.316,-97.168,101.562,762.695
1530597920.592,-66.406,-19.043,36.133,-33.691,156.738
1530597920.596,-77.637,-28.320,47.852,-43.457,-221.191
1530597920.600,63.477,36.621,-84.961,104.492,741.699
1530597920.603,92.285,59.570,-128.418,125.000,466.309
1530597920.607,-31.738,13.672,-11.719,-8.301,-554.688
1530597920.611,-85.938,-15.625,65.430,-51.758,-165.527
1530597920.615,35.156,27.832,-35.645,77.148,274.902
1530597920.619,111.816,67.871,-130.859,144.531,-20.020
1530597920.623,17.578,24.902,-57.129,42.969,293.945
1530597920.627,-72.754,-29.297,45.410,-47.852,179.688
1530597920.631,-5.371,-0.488,-14.648,38.574,36.133
1530597920.635,100.098,51.758,-121.582,143.555,534.180
1530597920.639,52.246,36.621,-68.848,77.148,327.637
1530597920.643,-72.266,-19.531,66.895,-43.457,69.824
1530597920.646,-48.340,-16.113,28.320,-10.742,769.043
1530597920.650,84.473,47.852,-112.793,109.375,177.734
1530597920.654,82.031,58.594,-93.262,97.656,-244.629
1530597920.658,-53.711,-9.766,42.969,-24.902,182.129
1530597920.662,-74.707,-25.879,73.242,-35.156,78.125
1530597920.666,57.129,40.039,-55.664,86.914,-230.469
1530597920.670,92.773,59.082,-111.816,113.281,-306.641
1530597920.674,-30.762,-9.766,-0.488,4.395,247.070
1530597920.678,-104.492,-44.434,86.426,-61.035,292.480
1530597920.682,4.395,24.414,-14.648,54.199,297.363
1530597920.685,87.891,61.523,-108.398,133.789,509.277
1530597920.689,6.836,20.508,-21.973,45.898,833.496
1530597920.693,-88.867,-23.438,89.355,-48.340,450.684
1530597920.697,-20.508,3.418,15.137,17.578,-211.914
1530597920.701,96.680,58.594,-114.258,129.883,-142.578
1530597920.705,44.922,35.645,-65.430,77.637,147.461
1530597920.709,-84.473,-26.855,80.566,-46.875,-61.523
1530597920.713,-53.711,-17.578,74.219,-12.695,-65.430
1530597920.717,80.078,45.410,-79.102,119.141,177.246
1530597920.721,79.102,41.992,-96.191,106.934,108.398
1530597920.725,-51.758,-15.137,33.691,-26.367,-249.512
1530597920.728,-83.008,-16.113,80.078,-34.180,247.559
1530597920.732,46.387,37.598,-27.832,97.656,719.727
1530597920.736,96.191,44.434,-101.562,129.883,833.984
1530597920.740,-8.301,-7.812,-6.348,9.766,112.793
1530597920.744,-86.426,-43.457,97.168,-65.430,-346.191
1530597920.748,3.906,-6.836,3.906,44.922,130.859
1530597920.752,98.145,39.062,-107.422,132.324,67.383
1530597920.756,25.879,14.648,-25.391,52.246,-201.660
1530597920.760,-86.426,-36.133,103.027,-54.199,-113.770
1530597920.764,-32.715,-16.113,52.246,9.277,141.113
1530597920.767,91.309,36.133,-80.078,128.906,-19.043
1530597920.771,64.453,35.156,-52.246,89.355,-11.719
1530597920.775,-70.801,-32.715,73.242,-33.203,413.574
1530597920.779,-70.801,-44.922,78.125,-17.578,828.613
1530597920.783,70.312,22.949,-59.082,111.328,525.879
1530597920.787,86.914,28.320,-86.914,103.027,-252.930
1530597920.791,-42.969,-32.715,46.387,-15.625,-128.906
1530597920.795,-83.984,-48.340,110.840,-38.574,449.219
1530597920.799,49.805,20.020,-4.395,85.449,68.848
1530597920.803,110.840,43.457,-75.684,130.859,-377.930
1530597920.807,6.348,-9.277,25.391,24.414,-155.762
1530597920.810,-77.637,-41.504,123.535,-44.922,225.586
1530597920.814,9.766,-3.906,34.180,48.828,-160.645
1530597920.818,112.305,47.852,-78.125,139.160,-317.383
1530597920.822,44.434,19.531,-22.461,70.801,674.805
1530597920.826,-73.730,-35.645,99.121,-38.086,920.410
1530597920.830,-25.879,-19.531,78.613,7.324,17.090
1530597920.834,104.492,37.109,-51.270,131.836,-113.770
1530597920.838,73.730,29.785,-42.969,104.492,225.586
1530597920.842,-60.547,-21.484,88.379,-27.344,28.809
1530597920.846,-59.082,-13.184,109.375,-31.250,-417.480
1530597920.850,72.754,43.457,-24.902,103.027,-236.816
1530597920.853,98.633,46.387,-70.312,126.465,563.477
1530597920.857,-22.949,-6.348,38.574,1.465,298.828
1530597920.861,-84.473,-32.715,102.051,-55.664,-434.570
1530597920.865,34.180,17.090,-2.441,65.430,-218.750
1530597920.869,108.887,43.945,-78.613,136.230,664.551
1530597920.873,8.789,3.906,12.207,38.574,767.578
1530597920.877,-88.379,-30.762,118.652,-57.617,-253.906
1530597920.881,-9.766,9.766,45.898,27.832,-355.957
1530597920.885,104.004,62.988,-75.195,142.090,721.680
1530597920.889,46.387,32.227,-25.879,69.336,472.168
1530597920.892,-70.312,-21.484,110.840,-49.316,-379.395
1530597920.896,-40.527,-12.695,76.172,-10.742,-263.184
1530597920.900,91.797,47.363,-70.312,119.141,157.227
1530597920.904,89.844,64.453,-50.781,106.445,83.984
1530597920.908,-52.734,-4.883,76.660,-27.832,-180.664
1530597920.912,-74.707,-32.227,92.285,-35.645,263.184
1530597920.916,61.523,33.203,-37.598,101.562,823.242
1530597920.920,103.516,57.617,-70.801,130.371,476.562
1530597920.924,-14.160,5.371,45.898,16.602,-60.547
1530597920.928,-81.543,-25.879,113.281,-33.691,223.145
1530597920.932,24.902,23.438,14.648,80.078,815.918
1530597920.935,109.375,63.477,-73.730,139.160,20.508
1530597920.939,13.184,19.531,2.930,38.574,-370.117
1530597920.943,-90.820,-25.391,122.070,-49.316,97.168
1530597920.947,-13.672,1.953,61.523,25.879,51.758
1530597920.951,97.656,52.734,-76.172,125.488,-182.617
1530597920.955,46.387,31.738,-33.203,80.078,-88.379
1530597920.959,-70.801,-22.949,107.422,-36.133,295.410
1530597920.963,-45.898,-5.859,85.449,-9.766,456.543
1530597920.967,78.125,57.129,-49.805,117.676,646.973
1530597920.971,74.707,61.035,-52.734,104.004,567.383
1530597920.975,-56.152,-9.277,70.801,-25.391,391.602
1530597920.978,-86.914,-28.809,115.723,-52.734,42.480
1530597920.982,48.828,36.133,-13.672,79.102,-219.238
1530597920.986,99.609,59.082,-73.242,121.582,-94.727
1530597920.990,-7.812,17.090,52.734,24.902,706.055
1530597920.994,-83.984,-17.090,139.160,-52.246,281.738
1530597920.998,5.859,19.531,23.438,37.109,-392.090
1530597921.002,95.215,60.547,-93.262,123.047,-86.426
1530597921.006,18.555,28.320,-1.465,48.828,175.293
1530597921.010,-88.867,-16.602,130.859,-47.852,449.707
1530597921.014,-32.715,3.418,59.082,2.930,143.066
1530597921.017,91.309,56.152,-66.406,125.977,32.715
1530597921.021,57.129,46.387,-22.949,94.238,211.914
1530597921.025,-70.312,-7.324,116.211,-32.715,33.203
1530597921.029,-55.664,-3.418,128.418,-15.625,-30.273
1530597921.033,71.777,58.594,-33.203,108.398,402.344
1530597921.037,92.285,83.496,-63.965,119.629,743.164
1530597921.041,-19.531,33.203,73.242,-7.324,-223.145
1530597921.045,-83.496,-0.488,123.535,-51.270,-223.633
1530597921.049,27.832,45.898,4.883,75.195,389.160
1530597921.053,101.562,77.637,-66.406,125.000,-33.203
1530597921.057,-10.254,27.832,26.367,20.020,145.508
1530597921.060,-100.098,-19.531,131.836,-59.570,435.059
1530597921.064,-0.977,30.273,49.316,36.133,724.609
1530597921.068,105.469,92.285,-69.336,130.371,369.629
1530597921.072,36.133,62.500,5.859,50.781,-392.090
1530597921.076,-88.379,1.465,132.324,-52.734,-162.109
1530597921.080,-43.945,16.113,91.309,5.859,-8.301
1530597921.084,98.633,76.660,-45.898,131.348,173.340
1530597921.088,63.477,57.129,-39.551,93.262,199.219
1530597921.092,-79.590,-1.953,96.191,-40.039,-240.234
1530597921.096,-77.148,0.488,115.723,-32.715,-149.902
1530597921.099,64.453,63.965,-20.996,104.492,-4.395
1530597921.103,95.703,78.125,-47.852,126.465,349.609
1530597921.107,-32.227,15.625,62.988,5.859,477.539
1530597921.111,-87.402,-12.695,116.211,-41.016,767.578
1530597921.115,33.203,25.391,14.648,65.918,85.938
1530597921.119,103.027,43.457,-57.617,119.629,-503.906
1530597921.123,9.277,10.254,46.875,33.691,104.980
1530597921.127,-85.449,-30.762,140.137,-51.758,144.531
1530597921.131,-3.906,-2.930,54.199,27.344,-403.320
1530597921.135,106.445,48.828,-57.129,133.789,-259.766
1530597921.139,45.410,24.414,-13.672,69.336,563.965
1530597921.142,-76.172,-25.391,118.652,-44.434,560.059
1530597921.146,-44.434,-15.137,93.262,-14.160,-395.508
1530597921.150,84.961,34.180,-48.340,110.840,197.266
1530597921.154,73.730,37.109,-34.668,99.609,-969.238
1530597921.158,-54.688,-14.648,106.445,-25.879,407.227
1530597921.162,-68.359,-26.367,125.488,-37.109,-481.445
1530597921.166,59.570,31.738,-16.113,98.145,-241.699
1530597921.170,98.145,47.852,-58.105,135.254,188.965
1530597921.174,-31.250,-18.555,47.852,-3.418,-336.914
1530597921.178,-96.680,-47.852,125.488,-61.523,-348.145
1530597921.182,22.949,20.508,18.555,65.918,-71.777
1530597921.185,105.957,68.848,-76.172,134.277,-86.426
1530597921.189,10.742,18.066,30.762,35.645,-199.707
1530597921.193,-91.797,-33.203,151.855,-56.641,-209.961
1530597921.197,-14.160,-2.930,73.242,27.344,309.570
1530597921.201,98.633,46.875,-69.336,139.160,882.812
1530597921.205,46.875,35.156,-20.996,77.148,504.395
1530597921.209,-79.102,-20.996,121.094,-50.293,-356.445
1530597921.213,-56.641,-17.578,96.191,-17.578,-287.109
1530597921.217,74.707,40.527,-50.781,110.840,131.836
1530597921.221,76.660,39.551,-50.781,94.727,-60.547
1530597921.224,-56.152,-31.250,88.867,-34.180,-392.090
1530597921.228,-73.242,-46.387,130.371,-26.855,-104.492
1530597921.232,63.477,24.414,-13.672,111.816,123.047
1530597921.236,101.562,48.828,-68.359,122.070,-126.465
1530597921.240,-14.160,3.906,49.316,-2.930,-222.656
1530597921.244,-84.473,-12.207,133.301,-52.734,509.766
1530597921.248,27.832,34.668,31.738,60.547,698.730
1530597921.252,111.328,62.012,-87.402,121.582,-181.641
1530597921.256,25.879,29.785,-6.836,30.273,-19.043
1530597921.260,-87.891,-18.555,132.324,-58.105,807.617
1530597921.264,-26.855,5.371,68.359,6.348,70.801
1530597921.267,102.051,70.801,-69.824,113.770,-593.750
1530597921.271,52.734,54.199,-39.062,66.895,41.992
1530597921.275,-83.008,-8.789,93.750,-51.270,281.250
1530597921.279,-66.406,2.441,99.609,-32.227,-546.875
1530597921.283,73.242,69.336,-29.297,102.051,-519.043
1530597921.287,83.984,67.383,-42.969,113.281,65.918
1530597921.291,-48.828,-1.465,69.336,-9.277,506.348
1530597921.295,-85.938,-12.207,114.258,-44.922,346.680
1530597921.299,48.340,58.594,2.930,82.031,-241.211
1530597921.303,103.027,77.148,-61.035,127.930,119.629
1530597921.307,-14.648,27.832,39.551,18.555,806.641
1530597921.310,-91.309,0.977,129.395,-59.570,-87.891
1530597921.314,10.742,43.945,39.062,38.574,-123.535
1530597921.318,110.840,81.543,-66.895,132.812,559.082
1530597921.322,34.668,45.898,2.930,47.363,39.062
1530597921.326,-89.844,-9.277,123.047,-72.266,-446.289
1530597921.330,-33.203,11.719,75.195,-13.672,-464.844
1530597921.334,112.793,71.777,-66.895,121.582,352.051
1530597921.338,87.891,64.941,-39.551,91.309,832.520
1530597921.342,-50.293,-2.930,95.703,-45.898,236.816
1530597921.346,-48.828,-6.348,106.934,-37.598,-176.270
1530597921.349,75.684,59.570,-19.043,108.887,670.410
1530597921.353,92.773,66.406,-55.664,118.652,682.129
1530597921.357,-24.902,15.625,62.988,-13.184,-439.453
1530597921.361,-73.730,0.488,126.953,-49.316,-498.535
1530597921.365,39.062,45.410,0.977,77.148,186.035
1530597921.369,109.863,71.289,-71.777,133.301,-0.977
1530597921.373,7.324,25.879,35.156,31.250,19.531
1530597921.377,-89.355,-18.555,135.254,-48.828,422.363
1530597921.381,-0.488,29.785,55.664,36.621,128.418
1530597921.385,106.445,84.473,-67.871,135.742,439.453
1530597921.389,44.922,51.758,-15.137,66.895,423.340
1530597921.392,-83.496,-5.859,119.629,-52.246,122.559
1530597921.396,-44.922,17.090,95.703,-1.465,729.980
1530597921.400,84.961,72.266,-38.574,112.305,89.355
1530597921.404,59.570,52.246,-39.062,80.566,-307.617
1530597921.408,-65.430,-7.324,95.215,-30.273,83.496
1530597921.412,-63.477,-9.277,124.512,-26.855,-170.898
1530597921.416,62.988,48.340,-16.113,87.891,-370.117
1530597921.420,89.355,67.383,-53.711,111.816,-60.547
1530597921.424,-23.926,18.066,66.406,4.883,131.348
1530597921.428,-68.848,2.441,142.578,-40.527,-50.781
1530597921.431,48.340,56.641,33.691,85.938,480.469
1530597921.435,112.305,74.707,-73.730,145.508,587.402
1530597921.439,23.438,36.621,18.555,49.805,719.238
1530597921.443,-75.684,-10.742,135.742,-52.246,400.879
1530597921.447,-7.812,11.719,65.918,20.020,-289.551
1530597921.451,113.281,71.289,-53.223,138.672,-144.043
1530597921.455,67.871,54.688,-3.906,84.473,156.250
1530597921.459,-71.777,-8.789,123.535,-40.527,-302.734
1530597921.463,-54.199,-4.883,107.910,-6.836,-611.816
1530597921.467,86.914,54.199,-26.367,129.883,-65.918
1530597921.471,89.844,60.059,-34.668,120.117,144.531
1530597921.474,-43.945,2.930,85.938,-15.625,-403.320
1530597921.478,-74.219,-16.602,120.605,-28.809,98.633
1530597921.482,62.988,37.109,0.977,113.770,754.883
1530597921.486,124.512,65.918,-45.898,160.156,891.113
1530597921.490,-3.906,22.461,58.594,20.508,416.016
1530597921.494,-98.145,-6.836,136.230,-66.406,-323.730
1530597921.498,11.230,42.480,28.809,49.805,20.508
1530597921.502,104.492,89.355,-75.684,126.953,-70.312
1530597921.506,23.926,64.941,13.672,34.180,-450.684
1530597921.510,-93.750,22.461,127.930,-76.660,-271.973
1530597921.514,-28.320,50.781,55.176,-13.184,164.062
1530597921.517,88.867,104.980,-89.355,87.402,-125.000
1530597921.521,33.203,87.891,-57.617,30.762,-382.324
1530597921.525,-93.262,42.480,78.125,-84.473,434.570
1530597921.529,-79.102,58.105,61.523,-67.383,890.137
1530597921.533,53.711,108.887,-90.820,46.875,462.402
1530597921.537,67.871,113.281,-118.652,33.691,-262.207
1530597921.541,-58.594,63.477,4.395,-90.332,-288.574
1530597921.545,-100.586,38.086,50.781,-117.188,304.688
1530597921.549,28.320,93.262,-79.102,11.719,515.625
1530597921.553,87.402,139.160,-148.438,55.664,-60.547
1530597921.556,-22.461,96.680,-52.734,-47.363,209.473
1530597921.560,-109.375,44.434,27.344,-125.977,349.121
1530597921.564,-13.672,84.961,-66.895,-41.992,-258.789
1530597921.568,83.984,133.301,-187.500,50.293,-449.219
1530597921.572,-0.488,88.867,-114.746,-22.461,350.586
1530597921.576,-117.676,39.551,20.020,-126.953,931.641
1530597921.580,-45.410,78.613,-33.691,-65.918,-102.539
1530597921.584,87.891,132.324,-176.758,52.734,-504.395
1530597921.588,53.223,116.211,-149.902,21.973,132.324
1530597921.592,-81.055,50.781,-22.461,-104.004,-11.719
1530597921.596,-80.078,42.969,-14.648,-102.051,-613.281
1530597921.599,61.523,113.281,-134.277,44.434,-351.562
1530597921.603,78.125,110.352,-160.156,65.918,455.078
1530597921.607,-46.875,41.992,-49.805,-58.594,228.027
1530597921.611,-88.379,21.484,15.137,-101.562,-513.672
1530597921.615,39.551,76.660,-87.402,34.668,-354.004
1530597921.619,115.234,117.676,-162.109,114.258,561.523
1530597921.623,17.090,74.219,-64.941,10.742,741.211
1530597921.627,-81.055,20.508,45.410,-96.191,-134.277
1530597921.631,5.371,54.199,-41.992,-9.766,-442.383
1530597921.635,109.375,104.492,-164.551,106.934,562.012
1530597921.638,53.711,82.031,-88.379,44.434,488.770
1530597921.642,-66.406,20.020,50.293,-74.219,-243.652
1530597921.646,-33.203,33.203,20.996,-17.090,-426.270
1530597921.650,98.633,89.844,-122.070,112.793,-30.273
1530597921.654,78.125,75.195,-112.793,83.008,-70.312
1530597921.658,-53.223,24.902,33.691,-36.133,-405.762
1530597921.662,-55.176,22.949,62.012,-26.855,-154.297
1530597921.666,77.637,73.730,-86.426,105.469,515.625
1530597921.670,107.910,99.609,-123.047,124.512,645.508
1530597921.674,-19.043,44.434,4.883,-4.395,-308.105
1530597921.678,-78.613,5.371,84.473,-50.293,-229.492
1530597921.681,38.574,51.758,-21.973,75.684,797.363
1530597921.685,100.586,78.125,-116.211,121.094,14.160
1530597921.689,9.277,37.109,-17.578,21.484,-520.508
1530597921.693,-83.008,-8.789,104.980,-58.105,2.930
1530597921.697,-6.836,30.762,19.043,23.438,-19.531
1530597921.701,105.957,81.543,-128.906,125.488,-287.109
1530597921.705,55.176,48.828,-52.734,69.336,-151.367
1530597921.709,-74.219,-0.977,99.121,-42.480,254.395
1530597921.713,-43.945,6.348,65.430,1.465,303.711
1530597921.717,99.121,67.383,-81.055,133.789,307.129
1530597921.721,87.402,67.383,-79.590,111.816,621.582
1530597921.724,-45.410,1.953,61.035,-11.230,891.113
1530597921.728,-60.547,-10.254,87.402,-32.715,128.906
1530597921.732,74.219,58.105,-45.898,85.449,-416.016
1530597921.736,120.117,84.961,-95.215,127.930,102.051
1530597921.740,11.230,27.344,18.066,18.555,18.555
1530597921.744,-63.965,-17.090,104.980,-52.246,-589.355
1530597921.748,31.250,23.438,3.418,53.223,-484.375
1530597921.752,123.535,72.754,-99.609,136.719,-190.918
1530597921.756,52.246,48.340,-10.254,65.918,47.852
1530597921.760,-70.801,-7.812,125.000,-39.062,337.402
1530597921.763,-33.691,10.742,59.082,8.789,175.781
1530597921.767,86.426,71.777,-86.426,124.512,390.137
1530597921.771,57.129,46.387,-43.457,83.496,858.398
1530597921.775,-67.383,-13.184,104.004,-44.434,35.645
1530597921.779,-51.758,-1.953,96.191,-15.137,-132.324
1530597921.783,83.496,51.758,-49.805,119.629,257.324
1530597921.787,88.867,49.805,-53.223,109.863,147.949
1530597921.791,-43.457,-5.859,75.684,-23.926,-528.809
1530597921.795,-74.219,-9.277,122.070,-40.527,-511.230
1530597921.799,56.641,52.734,1.465,98.145,391.113
1530597921.803,107.422,65.430,-63.477,128.418,131.348
1530597921.806,-5.371,0.488,43.945,14.648,34.668
1530597921.810,-81.543,-37.109,126.953,-52.246,161.621
1530597921.814,11.230,14.160,34.180,56.641,687.988
1530597921.818,105.469,54.199,-68.848,145.996,453.125
1530597921.822,25.391,14.648,1.953,52.734,-601.074
1530597921.826,-89.355,-23.438,127.441,-43.457,-411.133
1530597921.830,-18.066,3.418,94.238,35.645,82.031
1530597921.834,104.004,45.410,-50.781,140.625,-26.855
1530597921.838,67.383,41.016,-36.621,95.703,215.332
1530597921.842,-52.246,-1.465,103.516,-24.902,-58.594
1530597921.846,-50.293,-7.812,100.586,-18.555,-313.477
1530597921.849,80.078,42.969,-43.945,105.469,-119.629
1530597921.853,96.680,57.129,-60.059,117.188,466.797
1530597921.857,-35.645,1.953,72.266,-4.883,589.844
1530597921.861,-80.566,-20.508,117.676,-43.457,719.727
1530597921.865,52.246,40.039,-8.789,78.613,130.371
1530597921.869,114.258,79.590,-69.336,125.977,-313.477
1530597921.873,7.324,26.367,29.297,21.484,-77.637
1530597921.877,-69.824,-9.277,128.906,-50.781,-196.777
1530597921.881,18.066,30.762,46.875,43.457,-295.410
1530597921.885,106.934,63.477,-74.707,133.301,-397.949
1530597921.888,43.457,50.293,3.418,70.801,9.766
1530597921.892,-66.406,-2.930,133.301,-40.039,381.348
1530597921.896,-27.344,12.207,81.543,5.371,11.230
1530597921.900,104.980,73.730,-54.688,142.090,244.141
1530597921.904,87.402,59.570,-39.062,121.094,921.875
1530597921.908,-56.641,0.488,92.285,-16.602,452.637
1530597921.912,-66.895,-1.953,114.258,-22.461,-397.949
1530597921.916,71.777,56.641,-27.344,110.840,-296.387
1530597921.920,99.609,71.289,-64.941,131.836,239.258
1530597921.924,-30.273,22.949,62.988,10.254,-286.133
1530597921.928,-88.867,-4.883,125.977,-42.480,-681.641
1530597921.931,29.297,35.645,11.230,76.660,-50.293
1530597921.935,108.398,71.777,-72.754,146.973,144.043
1530597921.939,19.531,40.039,35.156,45.898,-521.973
1530597921.943,-81.055,-4.883,145.996,-45.898,-515.137
1530597921.947,-2.930,20.508,66.406,46.875,449.707
1530597921.951,108.398,69.336,-53.711,142.090,946.289
1530597921.955,54.688,52.734,-8.789,59.570,81.055
1530597921.959,-67.383,-0.977,121.582,-59.570,-660.156
1530597921.963,-36.133,14.648,104.492,-11.719,-171.875
1530597921.967,94.238,76.172,-48.340,116.211,185.059
1530597921.970,81.055,59.570,-42.480,91.797,-288.574
1530597921.974,-48.828,4.395,111.816,-31.250,-299.805
1530597921.978,-71.289,-4.395,129.883,-36.621,239.258
1530597921.982,60.059,53.223,-8.301,93.750,-55.176
1530597921.986,106.445,85.938,-50.781,126.953,-260.742
1530597921.990,-17.578,30.762,68.848,10.742,-195.801
1530597921.994,-94.727,-5.859,146.973,-46.387,401.855
1530597921.998,16.602,40.527,33.203,64.453,715.820
1530597922.002,98.633,74.219,-62.988,126.953,-70.801
1530597922.006,10.254,41.992,26.855,33.691,-287.109
1530597922.010,-96.191,-11.230,138.184,-53.223,598.145
1530597922.013,-27.344,17.578,82.520,15.625,397.461
1530597922.017,93.750,79.590,-45.410,118.164,-417.480
1530597922.021,44.434,58.594,-13.184,68.359,-528.809
1530597922.025,-81.055,-9.277,124.512,-42.969,105.469
1530597922.029,-55.176,0.488,103.516,-16.602,-31.250
1530597922.033,83.008,63.477,-32.715,109.863,-606.445
1530597922.037,84.473,70.801,-24.414,105.469,-273.438
1530597922.041,-40.527,21.973,103.027,-13.672,512.695
1530597922.045,-66.406,-2.930,130.371,-41.016,307.129
1530597922.049,63.477,44.434,-3.418,80.078,-401.367
1530597922.053,110.352,65.430,-51.270,129.883,14.648
1530597922.056,-9.277,13.672,58.105,22.461,800.293
1530597922.060,-84.473,-20.996,139.648,-64.453,-168.457
1530597922.064,13.184,21.973,52.246,40.527,-302.734
1530597922.068,108.398,73.242,-56.641,135.254,539.551
1530597922.072,29.785,41.992,16.602,44.922,-76.660
1530597922.076,-88.867,-8.789,143.066,-57.129,-483.398
1530597922.080,-34.668,17.090,81.055,9.277,-211.914
1530597922.084,91.309,70.801,-55.664,127.930,203.613
1530597922.088,68.848,53.223,-2.441,98.633,570.801
1530597922.092,-59.570,-4.883,134.766,-30.273,363.281
1530597922.095,-62.012,-10.254,122.070,-27.344,-240.234
1530597922.099,69.336,44.434,-29.785,115.723,532.715
1530597922.103,82.031,54.688,-47.363,114.746,603.516
1530597922.107,-39.062,3.906,98.633,-21.484,-262.695
1530597922.111,-80.078,-14.648,145.996,-49.805,-268.555
1530597922.115,44.922,41.992,16.602,82.520,-40.039
1530597922.119,111.328,71.289,-52.246,127.441,-197.266
1530597922.123,4.395,24.902,55.176,37.109,-127.930
1530597922.127,-83.008,-17.578,154.785,-26.367,210.449
1530597922.131,3.906,15.625,59.570,47.852,109.863
1530597922.135,104.980,69.824,-49.805,145.020,425.293
1530597922.138,34.180,40.039,14.160,70.312,234.863
1530597922.142,-83.984,-22.949,142.578,-48.828,50.293
1530597922.146,-32.715,-4.883,100.586,17.090,779.785
1530597922.150,101.562,64.941,-41.016,131.348,-46.387
1530597922.154,80.078,58.105,-10.742,95.215,-526.855
1530597922.158,-48.340,-1.953,126.465,-16.113,108.887
1530597922.162,-54.688,-2.930,130.371,-19.531,92.773
1530597922.166,72.266,54.199,-12.695,98.145,-512.695
1530597922.170,91.797,66.406,-60.059,109.863,-281.738
1530597922.174,-25.879,12.695,76.172,2.930,339.844
1530597922.178,-81.055,-20.996,146.973,-43.457,-237.793
1530597922.181,41.504,41.992,14.160,82.520,277.344
1530597922.185,117.676,77.637,-58.105,150.879,875.977
1530597922.189,16.113,32.715,48.340,50.293,816.406
1530597922.193,-75.195,-6.836,150.879,-41.504,357.910
1530597922.197,3.906,16.113,67.871,28.320,-341.797
1530597922.201,110.352,61.523,-69.336,137.207,-88.379
1530597922.205,44.434,37.598,-15.625,75.684,218.750
1530597922.209,-77.148,-11.719,125.488,-47.363,-270.020
1530597922.213,-43.945,8.301,94.727,-9.277,-649.414
1530597922.217,83.008,67.871,-55.176,115.723,-264.160
1530597922.220,75.684,67.871,-39.062,98.145,175.293
1530597922.224,-58.594,11.230,110.352,-27.344,-122.070
1530597922.228,-81.543,-15.625,132.324,-37.109,38.086
1530597922.232,51.758,36.621,-10.254,92.285,534.180
1530597922.236,91.309,62.988,-60.059,122.559,795.898
1530597922.240,-18.066,20.508,60.547,7.812,222.656
1530597922.244,-78.613,-0.977,142.578,-47.363,-203.613
1530597922.248,24.902,42.480,36.621,60.547,-163.574
1530597922.252,101.562,60.059,-71.289,123.047,-55.664
1530597922.256,20.996,24.902,15.625,38.574,8.301
