timestamps,TP9,AF7,AF8,TP10,Right AUX
1530746652.785,-63.965,-13.672,104.492,-28.809,998.535
1530746652.789,-54.199,-20.508,137.695,-17.578,998.047
1530746652.793,70.801,58.105,-22.949,105.957,999.512
1530746652.797,85.449,79.102,-83.984,114.746,999.512
1530746652.801,-33.691,9.277,57.617,-4.395,999.023
1530746652.805,-75.195,-32.715,150.391,-43.457,999.023
1530746652.809,45.410,33.203,25.879,78.613,998.535
1530746652.813,109.863,89.844,-86.426,141.113,-999.023
1530746652.817,5.859,34.668,18.555,29.785,992.676
1530746652.820,-78.125,-30.273,150.879,-52.246,983.887
1530746652.824,9.277,11.230,68.359,42.969,995.117
1530746652.828,108.887,78.613,-76.172,138.184,999.512
1530746652.832,39.062,48.828,-24.902,61.523,-999.023
1530746652.836,-74.219,-25.879,123.535,-48.340,993.164
1530746652.840,-23.438,-6.836,103.516,5.371,986.816
1530746652.844,95.215,71.289,-46.875,116.211,998.047
1530746652.848,70.312,70.801,-62.012,87.891,-997.559
1530746652.852,-55.664,-4.883,84.961,-31.250,990.234
1530746652.856,-56.152,-22.461,139.160,-32.715,978.516
1530746652.860,74.219,52.246,-11.719,92.773,993.652
1530746652.863,92.773,79.590,-87.402,113.281,-995.605
1530746652.867,-26.367,13.672,49.316,-2.441,982.422
1530746652.871,-69.824,-28.809,150.879,-41.992,966.797
1530746652.875,40.527,28.809,36.133,71.289,988.281
1530746652.879,113.281,83.984,-84.961,139.648,-999.512
1530746652.883,17.090,38.574,2.930,43.945,984.863
1530746652.887,-75.195,-21.973,144.043,-42.969,941.406
1530746652.891,11.230,14.648,80.078,36.621,944.336
1530746652.895,115.723,78.613,-66.895,133.301,984.863
1530746652.899,49.805,51.270,-37.109,69.336,-1000.000
1530746652.902,-64.941,-20.020,111.816,-45.898,936.035
1530746652.906,-25.391,-12.207,119.141,-4.395,904.297
1530746652.910,93.262,62.012,-39.551,115.723,973.633
1530746652.914,77.148,74.707,-73.730,92.773,985.840
1530746652.918,-41.992,6.348,78.613,-22.461,942.871
1530746652.922,-53.223,-18.555,142.090,-28.809,881.836
1530746652.926,64.941,52.734,-1.953,87.402,924.316
1530746652.930,100.098,90.332,-88.379,118.164,991.699
1530746652.934,-13.184,26.855,39.062,8.301,959.961
1530746652.938,-76.660,-29.297,151.855,-47.852,880.859
1530746652.942,31.250,22.949,47.852,56.641,891.602
1530746652.945,112.793,82.031,-78.613,137.695,965.820
1530746652.949,27.344,40.527,-1.953,54.688,959.473
1530746652.953,-68.359,-23.438,142.090,-41.992,882.812
1530746652.957,-1.953,3.418,87.891,28.320,864.258
1530746652.961,103.516,75.195,-70.801,134.766,954.102
1530746652.965,56.641,61.035,-52.246,86.914,948.730
1530746652.969,-61.035,-11.719,104.492,-28.809,858.887
1530746652.973,-38.574,-12.207,128.418,-1.465,830.078
1530746652.977,89.355,58.594,-29.297,119.629,894.043
1530746652.981,84.473,68.359,-79.102,113.281,917.969
1530746652.984,-49.805,-4.883,69.824,-10.254,880.859
1530746652.988,-78.125,-29.297,145.020,-39.062,842.773
1530746652.992,46.387,43.945,3.906,78.613,865.723
1530746652.996,96.191,82.520,-84.473,123.047,918.457
1530746653.000,-13.672,20.996,34.180,15.625,876.465
1530746653.004,-90.332,-30.762,144.531,-53.711,773.926
1530746653.008,10.254,17.578,50.781,45.410,780.762
1530746653.012,99.609,77.148,-83.496,126.465,885.254
1530746653.016,17.578,44.434,-20.996,45.410,912.109
1530746653.020,-86.914,-24.902,127.930,-51.758,817.871
1530746653.024,-23.926,-0.488,97.656,13.184,770.020
1530746653.027,96.680,77.148,-61.523,124.023,848.145
1530746653.031,59.082,69.336,-60.059,82.031,892.578
1530746653.035,-65.430,-7.812,92.773,-34.180,828.613
1530746653.039,-55.176,-16.113,128.418,-23.438,774.414
1530746653.043,67.871,62.988,-23.926,94.238,813.965
1530746653.047,82.520,85.938,-85.938,104.004,871.582
1530746653.051,-35.156,13.672,51.270,-7.324,834.961
1530746653.055,-74.219,-27.832,136.719,-45.410,757.812
1530746653.059,44.922,35.156,15.625,69.824,794.434
1530746653.063,106.445,88.379,-89.355,133.301,909.668
1530746653.067,2.930,36.621,10.254,31.738,886.719
1530746653.070,-85.938,-28.809,142.578,-54.199,757.812
1530746653.074,1.953,15.137,66.406,36.621,780.762
1530746653.078,105.469,86.914,-78.125,131.836,879.395
1530746653.082,37.598,54.688,-28.320,62.500,862.793
1530746653.086,-69.336,-23.926,119.629,-41.016,761.230
1530746653.090,-18.066,-13.184,107.910,12.695,734.863
1530746653.094,93.750,57.617,-43.945,124.023,826.172
1530746653.098,64.941,60.059,-62.012,89.355,874.023
1530746653.102,-55.664,-5.371,84.961,-30.273,805.664
1530746653.106,-51.758,-20.996,133.301,-26.367,735.352
1530746653.109,72.754,51.270,-14.160,100.098,794.922
1530746653.113,94.238,79.102,-87.891,116.211,854.004
1530746653.117,-19.043,13.672,41.504,-2.930,807.617
1530746653.121,-68.848,-28.320,142.578,-49.805,748.535
1530746653.125,46.387,28.320,29.297,63.477,763.184
1530746653.129,120.117,85.938,-91.309,134.277,824.707
1530746653.133,23.438,43.457,1.953,40.527,818.848
1530746653.137,-70.312,-20.508,139.648,-54.688,742.676
1530746653.141,4.395,11.719,72.754,21.973,728.516
1530746653.145,106.934,80.566,-75.684,125.000,812.012
1530746653.149,49.316,62.500,-45.410,67.383,849.609
1530746653.152,-70.801,-10.254,101.562,-47.363,765.137
1530746653.156,-31.250,-2.441,111.328,-4.883,728.516
1530746653.160,99.121,72.266,-39.062,123.047,790.527
1530746653.164,80.566,77.148,-73.242,103.516,829.590
1530746653.168,-49.805,7.812,75.195,-19.531,774.902
1530746653.172,-62.012,-15.137,138.184,-29.297,666.016
1530746653.176,66.895,54.688,0.000,93.750,716.797
1530746653.180,104.980,94.727,-86.426,125.977,812.012
1530746653.184,-9.277,30.273,23.926,16.113,779.785
1530746653.188,-72.266,-24.414,142.090,-44.922,689.941
1530746653.192,32.227,30.273,42.480,59.570,670.410
1530746653.195,115.723,89.844,-91.309,140.137,794.434
1530746653.199,30.273,49.805,-14.648,49.316,834.473
1530746653.203,-71.777,-17.090,128.418,-49.805,680.664
1530746653.207,-6.836,9.766,84.961,20.020,649.902
1530746653.211,106.445,82.031,-68.848,128.906,763.672
1530746653.215,58.105,67.383,-48.828,79.590,768.555
1530746653.219,-68.848,-10.254,104.492,-41.504,715.820
1530746653.223,-43.945,-12.695,120.605,-16.602,660.156
1530746653.227,86.426,61.035,-32.227,111.816,708.496
1530746653.231,83.008,74.219,-80.078,106.934,768.066
1530746653.234,-37.598,6.836,61.523,-13.672,708.496
1530746653.238,-62.988,-22.949,143.555,-41.016,639.648
1530746653.242,61.035,41.504,13.672,75.195,661.621
1530746653.246,115.234,86.426,-91.309,122.559,763.672
1530746653.250,6.348,31.738,19.043,12.695,755.371
1530746653.254,-69.336,-26.855,141.602,-60.547,655.273
1530746653.258,24.414,19.043,51.758,36.133,638.672
1530746653.262,115.234,85.938,-84.961,124.512,722.168
1530746653.266,36.621,53.711,-26.855,58.594,748.535
1530746653.270,-76.172,-19.531,119.141,-42.969,669.434
1530746653.274,-19.531,-1.953,95.703,13.184,621.582
1530746653.277,102.539,73.242,-57.617,132.812,703.125
1530746653.281,70.801,67.383,-59.570,99.121,735.840
1530746653.285,-54.688,-6.836,91.797,-20.508,669.922
1530746653.289,-47.363,-15.625,132.812,-8.789,591.797
1530746653.293,78.125,59.570,-13.672,114.746,646.973
1530746653.297,91.797,78.125,-80.566,124.023,738.281
1530746653.301,-24.414,8.789,51.270,4.883,708.496
1530746653.305,-61.035,-25.879,148.926,-34.668,620.605
1530746653.309,55.664,38.574,28.809,80.566,640.137
1530746653.313,118.164,92.285,-97.656,139.160,756.348
1530746653.316,19.043,40.527,1.465,37.598,726.074
1530746653.320,-64.453,-28.320,134.766,-40.527,601.074
1530746653.324,19.043,12.695,64.941,51.270,615.723
1530746653.328,117.188,84.961,-73.730,142.090,687.500
1530746653.332,51.758,56.152,-30.273,73.730,711.914
1530746653.336,-62.988,-18.066,119.629,-35.156,647.949
1530746653.340,-18.555,-1.465,107.422,10.742,564.941
1530746653.344,98.633,77.637,-47.363,132.324,614.258
1530746653.348,73.730,75.684,-65.430,108.887,688.477
1530746653.352,-46.387,-2.930,82.520,-16.113,643.555
1530746653.356,-48.828,-20.996,132.324,-23.438,568.848
1530746653.359,71.289,48.828,-15.137,97.168,654.297
1530746653.363,92.285,76.172,-85.938,119.141,744.141
1530746653.367,-24.414,12.207,42.969,9.766,692.871
1530746653.371,-76.660,-29.785,144.043,-39.062,581.055
1530746653.375,31.250,27.344,31.738,65.430,583.984
1530746653.379,96.191,83.008,-87.891,134.766,699.707
1530746653.383,6.836,40.527,-1.465,42.480,712.402
1530746653.387,-75.195,-24.414,133.789,-46.387,625.000
1530746653.391,0.000,7.324,77.637,30.762,627.441
1530746653.395,104.980,78.613,-71.289,134.277,707.031
1530746653.399,52.734,60.059,-40.039,78.125,705.078
1530746653.402,-64.941,-14.648,108.398,-40.527,612.305
1530746653.406,-29.785,-8.789,112.305,-11.230,567.871
1530746653.410,101.074,71.777,-39.551,105.957,646.484
1530746653.414,91.797,82.520,-77.637,98.633,700.195
1530746653.418,-36.621,5.371,61.523,-19.043,643.066
1530746653.422,-56.152,-22.949,131.348,-37.109,548.340
1530746653.426,69.824,43.457,-1.465,87.891,606.445
1530746653.430,111.816,81.543,-83.008,127.930,700.195
1530746653.434,-1.953,22.949,33.691,16.113,659.668
1530746653.438,-69.336,-28.320,148.926,-50.293,542.969
1530746653.441,34.668,23.926,51.270,58.105,542.480
1530746653.445,121.094,86.426,-81.543,141.113,635.254
1530746653.449,39.062,47.852,-8.301,53.711,671.387
1530746653.453,-57.617,-21.484,125.488,-37.598,567.871
1530746653.457,-2.930,-0.488,86.914,21.973,542.480
1530746653.461,95.703,68.848,-57.129,120.605,652.344
1530746653.465,51.758,55.664,-43.457,83.496,667.969
1530746653.469,-69.336,-26.855,107.910,-32.715,575.684
1530746653.473,-62.500,-37.598,134.277,-17.578,493.164
1530746653.477,51.270,34.180,-14.648,97.168,572.266
1530746653.481,53.223,44.434,-62.988,102.539,683.594
1530746653.484,-77.637,-34.668,89.355,-12.207,666.992
1530746653.488,-109.375,-69.336,179.199,-43.457,520.508
1530746653.492,7.324,-6.836,38.574,71.777,530.273
1530746653.496,52.734,32.227,-68.359,122.070,657.715
1530746653.500,-49.805,-27.832,48.340,17.090,611.816
1530746653.504,-121.094,-85.449,170.898,-53.711,516.602
1530746653.508,-24.414,-36.133,80.566,44.922,535.156
1530746653.512,68.848,28.809,-56.152,135.254,643.066
1530746653.516,-1.953,-3.906,3.906,58.594,663.574
1530746653.520,-106.934,-69.824,151.855,-45.898,555.176
1530746653.524,-43.945,-45.898,124.512,16.602,492.676
1530746653.527,77.637,31.250,-33.203,132.324,594.727
1530746653.531,40.039,26.855,-36.621,95.703,655.273
1530746653.535,-85.449,-50.781,112.305,-23.438,556.641
1530746653.539,-76.172,-58.594,148.926,-16.113,458.496
1530746653.543,49.805,16.602,-0.977,105.469,533.691
1530746653.547,66.895,39.551,-67.871,121.094,619.629
1530746653.551,-52.734,-23.926,69.336,7.324,567.383
1530746653.555,-100.098,-60.059,158.691,-34.668,458.496
1530746653.559,18.555,3.418,35.156,80.078,500.488
1530746653.563,91.797,61.523,-74.219,144.043,627.930
1530746653.566,-6.836,12.207,19.531,42.969,608.398
1530746653.570,-91.797,-51.758,149.902,-41.992,465.820
1530746653.574,-8.789,-9.766,84.473,44.922,441.406
1530746653.578,88.867,57.129,-62.500,143.555,566.406
1530746653.582,33.203,29.785,-18.066,80.078,619.629
1530746653.586,-79.102,-42.480,135.254,-30.762,515.625
1530746653.590,-32.715,-26.367,115.723,15.137,484.863
1530746653.594,92.773,53.711,-39.551,135.742,575.195
1530746653.598,73.730,58.105,-52.246,117.676,571.289
1530746653.602,-44.922,-14.160,97.168,-4.395,499.512
1530746653.606,-57.129,-37.109,149.902,-14.160,454.590
1530746653.609,65.918,36.621,3.418,112.305,533.691
1530746653.613,100.098,71.289,-79.590,138.184,613.770
1530746653.617,-18.555,3.418,49.316,20.020,558.105
1530746653.621,-79.102,-44.434,154.785,-34.668,462.402
1530746653.625,29.297,15.137,41.992,73.242,465.820
1530746653.629,104.980,76.172,-73.242,144.043,579.102
1530746653.633,11.230,29.297,12.695,49.316,566.895
1530746653.637,-86.426,-38.086,144.531,-40.527,458.984
1530746653.641,-11.230,-0.488,92.773,40.527,446.777
1530746653.645,97.656,72.266,-59.082,144.531,530.273
1530746653.649,40.039,48.828,-42.969,88.379,598.145
1530746653.652,-77.637,-29.785,115.234,-27.344,501.465
1530746653.656,-45.410,-24.902,131.348,6.348,393.555
1530746653.660,76.660,54.688,-27.832,125.488,479.492
1530746653.664,72.266,64.453,-63.965,116.699,600.586
1530746653.668,-49.805,-9.766,83.008,-1.465,520.020
1530746653.672,-69.824,-35.156,154.785,-22.949,357.422
1530746653.676,57.129,38.574,14.648,99.121,421.387
1530746653.680,99.609,77.637,-88.379,139.160,546.387
1530746653.684,-7.812,17.578,24.414,27.344,513.184
1530746653.688,-72.754,-33.203,143.066,-41.992,396.484
1530746653.691,34.180,16.113,52.246,63.965,414.551
1530746653.695,121.582,75.684,-78.125,150.879,532.227
1530746653.699,39.062,36.133,-10.254,69.824,552.734
1530746653.703,-60.547,-33.203,134.766,-28.320,448.242
1530746653.707,2.930,-3.418,94.727,34.180,408.203
1530746653.711,116.211,72.754,-60.059,142.090,533.691
1530746653.715,74.707,61.035,-49.316,99.121,576.172
1530746653.719,-45.898,-11.719,101.562,-20.020,502.930
1530746653.723,-27.344,-15.625,128.418,-3.906,449.219
1530746653.727,96.191,59.082,-26.855,121.582,519.043
1530746653.731,104.004,79.102,-80.078,130.859,567.871
1530746653.734,-16.602,8.301,61.523,9.766,499.512
1530746653.738,-53.223,-32.227,146.484,-28.809,433.594
1530746653.742,70.801,36.621,17.578,92.285,484.863
1530746653.746,130.371,83.496,-87.891,150.391,568.848
1530746653.750,20.020,27.344,22.461,41.504,521.484
1530746653.754,-61.035,-29.785,150.391,-37.598,412.598
1530746653.758,34.668,16.113,66.406,61.035,417.480
1530746653.762,130.859,81.543,-75.195,151.855,507.812
1530746653.766,61.035,47.363,-20.508,78.125,538.574
1530746653.770,-48.340,-22.461,127.930,-24.414,476.074
1530746653.773,6.348,-0.977,111.816,29.297,459.473
1530746653.777,124.023,70.801,-47.363,144.043,548.828
1530746653.781,84.473,61.523,-58.594,110.352,612.305
1530746653.785,-41.992,-12.207,97.168,-13.184,541.504
1530746653.789,-33.203,-24.414,135.742,-8.301,453.613
1530746653.793,98.145,50.293,-13.184,122.070,497.559
1530746653.797,116.211,77.148,-78.613,140.137,578.613
1530746653.801,-2.441,7.812,55.176,20.508,534.668
1530746653.805,-47.363,-32.715,152.344,-23.926,430.664
1530746653.809,66.406,31.250,27.832,92.773,441.406
1530746653.813,131.348,83.984,-82.031,153.809,516.113
1530746653.816,31.250,32.715,18.066,57.617,514.160
1530746653.820,-54.199,-28.809,142.578,-25.879,387.207
1530746653.824,30.273,10.254,74.219,57.617,393.066
1530746653.828,133.301,73.242,-70.801,158.691,514.160
1530746653.832,71.289,47.852,-33.691,93.750,513.184
1530746653.836,-41.992,-24.902,118.652,-18.555,401.855
1530746653.840,-6.836,-14.648,115.234,25.391,350.586
1530746653.844,113.281,63.965,-41.016,144.531,488.281
1530746653.848,98.633,69.824,-63.965,124.512,573.730
1530746653.852,-22.949,-2.441,84.473,6.348,458.984
1530746653.856,-32.715,-22.949,141.602,0.977,367.676
1530746653.859,92.773,45.410,0.488,125.977,455.078
1530746653.863,129.883,79.590,-81.543,155.762,528.320
1530746653.867,18.066,14.648,38.574,44.434,490.234
1530746653.871,-40.527,-38.086,144.043,-13.672,418.945
1530746653.875,67.383,25.391,45.410,95.215,450.684
1530746653.879,142.578,90.332,-74.219,172.363,506.836
1530746653.883,48.828,40.527,0.488,76.172,470.703
1530746653.887,-50.781,-27.344,134.766,-21.484,419.434
1530746653.891,26.855,8.301,81.543,56.152,376.953
1530746653.895,139.648,78.613,-66.406,168.457,424.316
1530746653.898,86.426,62.012,-45.410,112.793,469.727
1530746653.902,-35.156,-13.184,105.469,-5.371,383.301
1530746653.906,-8.301,-15.625,121.582,33.203,351.074
1530746653.910,121.094,63.965,-36.621,154.785,438.965
1530746653.914,116.211,78.125,-70.312,140.625,508.789
1530746653.918,-4.883,3.906,71.289,19.043,477.051
1530746653.922,-27.344,-24.414,138.184,-1.465,376.465
1530746653.926,90.820,43.945,4.883,123.535,403.320
1530746653.930,134.766,81.543,-89.844,162.109,494.141
1530746653.934,29.297,23.926,27.344,52.246,438.965
1530746653.938,-42.969,-27.344,153.320,-8.301,331.543
1530746653.941,49.805,18.555,53.223,91.309,341.309
1530746653.945,143.066,79.590,-83.008,174.805,421.875
1530746653.949,63.477,44.434,-14.648,87.891,449.707
1530746653.953,-39.551,-23.926,120.117,-8.789,363.281
1530746653.957,37.598,-0.488,83.008,63.965,307.617
1530746653.961,149.902,69.824,-61.035,171.875,427.734
1530746653.965,97.168,59.082,-47.852,127.441,487.305
1530746653.969,-26.855,-20.508,104.004,11.719,387.695
1530746653.973,-12.695,-31.738,130.371,33.203,319.824
1530746653.977,109.863,40.039,-17.090,158.203,397.949
1530746653.981,119.141,57.129,-68.359,165.527,478.516
1530746653.984,-0.488,-10.742,67.383,49.805,406.738
1530746653.988,-39.551,-53.223,148.926,8.301,300.781
1530746653.992,83.496,5.371,25.391,127.441,364.746
1530746653.996,143.555,55.664,-75.684,190.918,473.633
1530746654.000,31.738,2.441,25.391,79.590,413.574
1530746654.004,-44.922,-50.293,148.926,5.859,318.359
1530746654.008,54.688,-0.488,70.312,104.980,366.211
1530746654.012,149.414,59.082,-70.312,187.012,423.828
1530746654.016,75.684,27.344,-17.578,115.234,451.660
1530746654.020,-27.832,-36.133,130.859,14.648,378.418
1530746654.023,27.344,-15.137,107.910,64.941,275.391
1530746654.027,144.043,53.711,-46.875,181.152,382.812
1530746654.031,112.305,43.945,-59.570,149.414,432.617
1530746654.035,-6.836,-26.855,88.379,32.715,343.262
1530746654.039,-6.348,-35.645,134.277,36.621,296.387
1530746654.043,115.234,39.062,-15.625,157.715,361.816
1530746654.047,137.207,60.059,-84.961,177.246,453.125
1530746654.051,21.484,-2.930,50.781,63.477,392.578
1530746654.055,-17.578,-37.598,150.879,20.996,260.742
1530746654.059,97.168,19.531,33.691,136.230,304.688
1530746654.063,161.621,70.312,-79.590,200.684,423.828
1530746654.066,60.547,22.461,6.348,96.680,419.922
1530746654.070,-29.785,-44.922,137.207,7.324,318.359
1530746654.074,54.688,-9.277,70.801,95.215,355.957
1530746654.078,160.645,64.941,-73.730,190.918,434.570
1530746654.082,101.562,41.016,-33.691,130.371,410.645
1530746654.086,-10.254,-34.180,109.375,29.785,358.398
1530746654.090,31.738,-24.414,108.887,71.289,287.598
1530746654.094,157.715,56.152,-40.527,191.895,375.488
1530746654.098,139.160,60.547,-63.477,172.363,445.801
1530746654.102,17.090,-12.207,76.660,54.199,376.465
1530746654.105,4.883,-32.715,134.277,47.363,302.246
1530746654.109,125.000,33.691,-2.441,168.457,357.422
1530746654.113,163.086,68.848,-86.914,198.730,426.270
1530746654.117,54.199,10.254,35.156,89.355,386.719
1530746654.121,0.488,-35.645,141.602,38.086,302.734
1530746654.125,103.027,20.996,43.457,141.113,309.082
1530746654.129,174.316,78.125,-74.219,211.914,407.227
1530746654.133,86.914,34.668,-2.441,120.117,398.926
1530746654.137,-10.254,-33.691,129.883,22.949,277.832
1530746654.141,63.965,-2.441,83.008,96.191,283.691
1530746654.145,174.805,72.266,-65.430,200.195,396.484
1530746654.148,121.582,57.129,-44.434,150.391,396.484
1530746654.152,6.836,-18.066,104.980,38.574,302.246
1530746654.156,35.156,-17.090,117.676,67.383,271.973
1530746654.160,160.156,60.547,-30.762,188.477,344.727
1530746654.164,158.691,72.266,-70.312,182.617,397.949
1530746654.168,38.574,0.977,71.777,65.430,348.145
1530746654.172,12.207,-25.879,142.090,40.039,250.488
1530746654.176,134.277,40.527,6.348,158.203,307.617
1530746654.180,187.500,80.566,-79.590,199.219,424.316
1530746654.184,81.055,21.484,36.133,88.867,404.785
1530746654.188,9.766,-36.621,149.414,24.902,276.367
1530746654.191,108.887,12.207,57.617,121.094,260.254
1530746654.195,199.707,76.172,-69.336,206.543,386.719
1530746654.199,121.582,34.180,-7.324,134.277,400.879
1530746654.203,14.648,-39.062,126.465,37.598,287.598
1530746654.207,73.242,-12.207,98.145,105.469,241.211
1530746654.211,189.941,65.430,-46.387,224.121,330.078
1530746654.215,148.926,57.129,-44.922,183.105,396.973
1530746654.219,30.273,-18.555,102.539,60.547,355.957
1530746654.223,48.340,-19.531,133.301,81.543,284.668
1530746654.227,165.039,59.570,-11.230,201.172,316.406
1530746654.230,169.434,78.613,-65.918,198.730,432.617
1530746654.234,51.758,9.766,64.453,84.473,406.250
1530746654.238,16.602,-24.414,155.273,52.246,314.941
1530746654.242,132.324,43.945,35.156,162.109,348.633
1530746654.246,184.570,90.820,-78.613,213.379,403.809
1530746654.250,85.449,33.203,24.902,115.723,386.719
1530746654.254,7.324,-26.855,154.785,34.668,284.668
1530746654.258,94.238,19.531,74.707,125.000,287.598
1530746654.262,184.082,82.520,-62.988,221.191,366.211
1530746654.266,111.328,47.852,-11.230,146.973,353.027
1530746654.270,1.465,-20.996,133.789,36.621,267.578
1530746654.273,54.199,-1.465,120.605,88.379,212.402
1530746654.277,176.758,74.219,-26.367,207.520,335.938
1530746654.281,151.367,74.219,-42.480,179.688,442.383
1530746654.285,28.809,1.953,102.539,65.918,314.453
1530746654.289,30.762,-10.742,152.832,71.777,192.383
1530746654.293,158.203,58.105,12.207,189.941,304.688
1530746654.297,179.199,81.055,-51.758,211.426,422.852
1530746654.301,61.523,15.625,66.895,96.191,364.746
1530746654.305,16.602,-26.855,152.832,53.223,260.742
1530746654.309,126.953,32.227,49.805,166.992,274.902
1530746654.313,193.848,86.914,-53.223,226.562,367.676
1530746654.316,101.562,44.434,29.297,132.324,391.602
1530746654.320,15.625,-12.207,153.320,44.922,252.441
1530746654.324,93.750,22.949,97.168,127.930,235.352
1530746654.328,190.430,81.055,-44.922,225.586,329.102
1530746654.332,127.441,54.688,-11.719,161.133,343.750
1530746654.336,16.113,-13.184,134.277,49.316,255.859
1530746654.340,59.082,-2.930,130.859,86.426,188.477
1530746654.344,180.664,72.754,-19.531,205.078,292.480
1530746654.348,168.945,79.102,-41.016,184.570,361.816
1530746654.352,48.340,8.789,101.562,64.941,276.367
1530746654.355,29.297,-14.648,160.645,56.152,191.895
1530746654.359,152.832,51.270,28.320,177.246,263.184
1530746654.363,185.059,86.914,-51.758,205.566,352.539
1530746654.367,70.312,30.273,62.500,88.379,320.312
1530746654.371,15.137,-14.648,166.016,40.039,264.648
1530746654.375,120.117,39.551,67.871,151.367,238.770
1530746654.379,200.195,97.656,-55.176,222.656,300.293
1530746654.383,114.746,57.129,16.602,133.301,362.793
1530746654.387,22.461,-6.348,151.367,42.480,290.527
1530746654.391,98.633,21.484,110.352,120.605,222.656
1530746654.395,205.078,89.844,-29.297,224.609,317.871
1530746654.398,148.438,74.707,-17.090,166.504,366.699
1530746654.402,30.762,0.000,124.023,50.781,279.785
1530746654.406,55.664,2.930,145.020,79.102,207.520
1530746654.410,174.805,73.730,4.883,193.848,250.488
1530746654.414,170.898,80.566,-35.156,185.059,307.129
1530746654.418,54.688,13.184,102.539,70.312,269.531
1530746654.422,36.621,-16.113,177.246,47.852,186.035
1530746654.426,146.973,42.969,42.480,161.621,239.746
1530746654.430,188.477,77.637,-51.270,206.543,333.984
1530746654.434,85.938,19.043,61.523,102.051,312.988
1530746654.437,12.207,-30.762,173.340,31.250,210.449
1530746654.441,102.051,20.996,87.402,128.906,189.941
1530746654.445,187.012,83.008,-44.434,206.055,299.805
1530746654.449,107.910,46.875,17.090,122.559,342.285
1530746654.453,-1.953,-18.555,161.621,22.461,232.910
1530746654.457,57.129,6.836,129.883,83.496,174.805
1530746654.461,163.574,75.684,-14.648,190.430,254.395
1530746654.465,121.582,65.430,-16.113,146.973,303.711
1530746654.469,9.277,-3.906,120.117,37.598,278.320
1530746654.473,23.438,-9.766,156.738,57.129,212.402
1530746654.477,148.926,62.988,15.137,178.711,246.094
1530746654.480,158.691,81.543,-41.016,183.594,332.520
1530746654.484,38.574,17.578,94.727,69.336,299.316
1530746654.488,6.348,-12.207,177.734,32.227,175.781
1530746654.492,120.605,39.551,50.781,142.090,187.988
1530746654.496,171.875,79.102,-54.688,197.754,307.617
1530746654.500,67.871,33.203,47.363,99.121,303.711
1530746654.504,-15.137,-20.508,170.410,23.438,196.289
1530746654.508,72.754,23.438,103.027,113.281,201.172
1530746654.512,173.828,76.660,-34.180,214.844,284.180
1530746654.516,104.492,42.480,5.859,147.949,291.016
1530746654.520,-7.812,-15.625,152.832,26.855,240.723
1530746654.523,48.828,11.719,131.836,72.266,180.664
1530746654.527,170.898,88.379,-21.973,190.918,248.535
1530746654.531,147.949,89.844,-33.203,162.598,318.848
1530746654.535,38.574,24.902,107.422,52.246,259.766
1530746654.539,38.086,10.742,154.297,59.570,200.195
1530746654.543,154.297,81.543,16.602,179.199,245.117
1530746654.547,177.246,106.934,-56.641,194.336,304.199
1530746654.551,57.617,38.086,66.895,79.590,266.602
1530746654.555,6.348,-3.906,163.086,34.180,169.922
1530746654.559,119.629,55.664,58.594,145.020,205.078
1530746654.562,187.500,109.375,-55.664,207.031,337.891
1530746654.566,90.820,62.012,25.391,106.934,322.754
1530746654.570,1.465,-0.488,160.645,24.414,210.938
1530746654.574,78.125,35.156,96.680,107.422,192.383
1530746654.578,176.758,103.027,-45.898,201.172,266.113
1530746654.582,117.188,74.707,-11.230,140.625,314.453
1530746654.586,6.348,1.953,136.719,33.691,242.676
1530746654.590,41.016,12.695,143.066,69.336,159.668
1530746654.594,154.297,82.520,-9.277,179.688,213.379
1530746654.598,138.184,88.379,-39.062,159.180,338.867
1530746654.602,21.484,20.996,102.051,48.340,311.523
1530746654.605,8.301,-2.441,158.203,41.992,172.363
1530746654.609,125.977,66.406,21.973,157.227,168.457
1530746654.613,159.180,99.609,-60.059,186.523,276.855
1530746654.617,49.316,40.039,62.988,77.148,270.020
1530746654.621,-9.766,-6.348,171.875,19.531,114.258
1530746654.625,85.449,39.551,71.289,116.211,16.602
1530746654.629,160.645,97.656,-49.316,191.406,16.113
1530746654.633,72.266,60.547,22.461,104.492,2.441
1530746654.637,-26.855,-4.883,153.320,5.859,11.719
1530746654.641,51.270,22.949,108.887,85.938,-14.648
1530746654.645,159.180,91.797,-35.156,190.430,-2.930
1530746654.648,106.934,76.660,-14.160,132.812,20.996
1530746654.652,-8.789,7.324,131.836,21.484,-11.719
1530746654.656,14.648,7.324,144.531,47.852,20.020
1530746654.660,139.648,81.543,-2.930,164.551,-39.551
1530746654.664,136.719,98.145,-48.828,157.227,-66.406
1530746654.668,17.578,32.227,91.309,40.527,29.297
1530746654.672,-0.488,1.465,170.898,21.484,-52.246
1530746654.676,113.770,61.523,40.527,139.160,-27.832
1530746654.680,154.297,102.051,-54.688,172.852,19.531
1530746654.684,52.734,47.852,54.688,63.965,-68.848
1530746654.687,-20.020,-4.395,170.410,-0.977,17.578
1530746654.691,73.730,44.922,84.961,96.191,-67.383
1530746654.695,160.645,104.980,-45.410,177.734,-114.746
1530746654.699,81.055,65.430,17.090,97.656,44.434
1530746654.703,-20.020,-3.906,152.344,-2.930,-51.758
1530746654.707,39.062,20.508,120.117,57.617,-47.363
1530746654.711,148.926,95.703,-25.879,168.945,13.672
